posX,posY,MAC,frequency,posXY,ap_x,ap_y,dist,avg_RSSI,avg_diffMAX
2,1,00:14:bf:b1:97:8a,2.4370000000000003,"2, 1",2.5,-0.8,1.8681541692269406,39.18024691358025,53.81975308641975
2,1,00:14:bf:b1:97:90,2.427,"2, 1",1,14,13.038404810405298,53.33247422680412,39.66752577319588
2,1,00:0f:a3:39:e1:c0,2.462,"2, 1",7.5,6.3,7.638062581571324,54.17613636363637,38.82386363636363
2,1,00:14:bf:b1:97:8d,2.442,"2, 1",33.5,9.3,32.57514389837749,61.57021276595745,31.429787234042553
2,1,00:14:bf:3b:c7:c6,2.432,"2, 1",12.8,-2.8,11.44901742508937,63.86523929471033,29.134760705289672
2,1,00:14:bf:b1:97:81,2.422,"2, 1",33.5,2.8,31.55138665732459,63.69886363636363,29.301136363636363
0,2,00:14:bf:b1:97:8a,2.4370000000000003,"0, 2",2.5,-0.8,3.753664875824692,43.6575,49.3425
0,2,00:14:bf:b1:97:90,2.427,"0, 2",1,14,12.041594578792296,55.16949152542373,37.83050847457627
0,2,00:0f:a3:39:e1:c0,2.462,"0, 2",7.5,6.3,8.645229898620395,55.88662131519274,37.11337868480726
0,2,00:14:bf:3b:c7:c6,2.432,"0, 2",12.8,-2.8,13.670405992508051,62.138639281129656,30.861360718870348
0,2,00:14:bf:b1:97:8d,2.442,"0, 2",33.5,9.3,34.28614880677035,62.76345609065156,30.23654390934844
0,2,00:14:bf:b1:97:81,2.422,"0, 2",33.5,2.8,33.509550877324514,62.127941176470586,30.87205882352941
1,2,00:0f:a3:39:e1:c0,2.462,"1, 2",7.5,6.3,7.793587107359485,56.9521094640821,36.0478905359179
1,2,00:14:bf:b1:97:90,2.427,"1, 2",1,14,12,56.631178707224336,36.368821292775664
1,2,00:14:bf:3b:c7:c6,2.432,"1, 2",12.8,-2.8,12.738916751435344,64.13717948717948,28.862820512820512
1,2,00:14:bf:b1:97:81,2.422,"1, 2",33.5,2.8,32.50984466280945,60.043055555555554,32.956944444444446
1,2,00:14:bf:b1:97:8a,2.4370000000000003,"1, 2",2.5,-0.8,3.176476034853718,39.42909535452323,53.57090464547677
1,2,00:14:bf:b1:97:8d,2.442,"1, 2",33.5,9.3,33.3097583299549,63.75431034482759,29.245689655172413
2,2,00:14:bf:b1:97:8a,2.4370000000000003,"2, 2",2.5,-0.8,2.8442925306655784,39.75828220858896,53.24171779141104
2,2,00:14:bf:b1:97:90,2.427,"2, 2",1,14,12.041594578792296,51.589167767503305,41.410832232496695
2,2,00:0f:a3:39:e1:c0,2.462,"2, 2",7.5,6.3,6.981403870282824,51.28636363636364,41.71363636363636
2,2,00:14:bf:b1:97:81,2.422,"2, 2",33.5,2.8,31.510157092594763,61.42492917847026,31.575070821529746
2,2,00:14:bf:b1:97:8d,2.442,"2, 2",33.5,9.3,32.33481096279983,64.65411436541143,28.345885634588562
2,2,00:14:bf:3b:c7:c6,2.432,"2, 2",12.8,-2.8,11.818629362155326,64.15978695073235,28.840213049267643
0,3,00:14:bf:b1:97:8a,2.4370000000000003,"0, 3",2.5,-0.8,4.548626166217663,41.111524163568774,51.888475836431226
0,3,00:0f:a3:39:e1:c0,2.462,"0, 3",7.5,6.3,8.193900170248599,55.54318181818182,37.45681818181818
0,3,00:14:bf:b1:97:81,2.422,"0, 3",33.5,2.8,33.50059700960566,55.99441340782123,37.00558659217877
0,3,00:14:bf:b1:97:8d,2.442,"0, 3",33.5,9.3,34.087241014784404,62.12201963534362,30.87798036465638
0,3,00:14:bf:3b:c7:c6,2.432,"0, 3",12.8,-2.8,14.052757736472937,63.276679841897234,29.723320158102766
0,3,00:14:bf:b1:97:90,2.427,"0, 3",1,14,11.045361017187261,54.36745406824147,38.63254593175853
1,3,00:14:bf:b1:97:8a,2.4370000000000003,"1, 3",2.5,-0.8,4.085339643163099,39.66989117291415,53.33010882708585
1,3,00:14:bf:b1:97:90,2.427,"1, 3",1,14,11,58.29634464751958,34.70365535248042
1,3,00:0f:a3:39:e1:c0,2.462,"1, 3",7.5,6.3,7.2897187874430385,54.48405466970387,38.51594533029613
1,3,00:14:bf:3b:c7:c6,2.432,"1, 3",12.8,-2.8,13.14838393111488,65.0778364116095,27.9221635883905
1,3,00:14:bf:b1:97:8d,2.442,"1, 3",33.5,9.3,33.10498451895122,59.526315789473685,33.473684210526315
1,3,00:14:bf:b1:97:81,2.422,"1, 3",33.5,2.8,32.50061537878937,55.570247933884296,37.429752066115704
2,3,00:14:bf:b1:97:8a,2.4370000000000003,"2, 3",2.5,-0.8,3.83275357934736,41.19926650366748,51.80073349633252
2,3,00:14:bf:b1:97:90,2.427,"2, 3",1,14,11.045361017187261,54.718911917098445,38.281088082901555
2,3,00:0f:a3:39:e1:c0,2.462,"2, 3",7.5,6.3,6.41404708432983,54.907849829351534,38.092150170648466
2,3,00:14:bf:3b:c7:c6,2.432,"2, 3",12.8,-2.8,12.258874336577565,62.89121887287025,30.108781127129753
2,3,00:14:bf:b1:97:81,2.422,"2, 3",33.5,2.8,31.50063491423625,59.32011331444759,33.67988668555241
2,3,00:14:bf:b1:97:8d,2.442,"2, 3",33.5,9.3,32.12382293563454,60.881051175656985,32.118948824343015
0,4,00:14:bf:b1:97:8a,2.4370000000000003,"0, 4",2.5,-0.8,5.412023651093923,42.55801825293351,50.44198174706649
0,4,00:0f:a3:39:e1:c0,2.462,"0, 4",7.5,6.3,7.844743462982075,52.04664391353811,40.95335608646189
0,4,00:14:bf:b1:97:90,2.427,"0, 4",1,14,10.04987562112089,54.070221066319895,38.929778933680105
0,4,00:14:bf:b1:97:81,2.422,"0, 4",33.5,2.8,33.52148564726808,59.326027397260276,33.673972602739724
0,4,00:14:bf:3b:c7:c6,2.432,"0, 4",12.8,-2.8,14.494136745594753,64.26037735849057,28.739622641509435
0,4,00:14:bf:b1:97:8d,2.442,"0, 4",33.5,9.3,33.91666257166232,62.668055555555554,30.331944444444446
1,4,00:14:bf:b1:97:8a,2.4370000000000003,"1, 4",2.5,-0.8,5.028916384272063,44.54875,48.45125
1,4,00:14:bf:b1:97:90,2.427,"1, 4",1,14,10,56.48529411764706,36.51470588235294
1,4,00:14:bf:b1:97:81,2.422,"1, 4",33.5,2.8,32.522146300636436,59.957325746799434,33.042674253200566
1,4,00:14:bf:b1:97:8d,2.442,"1, 4",33.5,9.3,32.929318243777836,60.8536231884058,32.1463768115942
1,4,00:0f:a3:39:e1:c0,2.462,"1, 4",7.5,6.3,6.8949256703752795,52.55555555555556,40.44444444444444
1,4,00:14:bf:3b:c7:c6,2.432,"1, 4",12.8,-2.8,13.619104228986576,63.64705882352941,29.352941176470587
2,4,00:14:bf:b1:97:90,2.427,"2, 4",1,14,10.04987562112089,54.06874189364462,38.93125810635538
2,4,00:14:bf:b1:97:81,2.422,"2, 4",33.5,2.8,31.522848856028226,59.944365192582026,33.055634807417974
2,4,00:14:bf:3b:c7:c6,2.432,"2, 4",12.8,-2.8,12.762444906835054,61.506024096385545,31.49397590361446
2,4,00:14:bf:b1:97:8d,2.442,"2, 4",33.5,9.3,31.942761308315223,60.285513361462726,32.714486638537274
2,4,00:0f:a3:39:e1:c0,2.462,"2, 4",7.5,6.3,5.961543424315552,55.0057273768614,37.9942726231386
2,4,00:14:bf:b1:97:8a,2.4370000000000003,"2, 4",2.5,-0.8,4.825971404805461,42.52452830188679,50.47547169811321
1,5,00:14:bf:b1:97:8a,2.4370000000000003,"1, 5",2.5,-0.8,5.990826320300064,40.32922318125771,52.67077681874229
1,5,00:0f:a3:39:e1:c0,2.462,"1, 5",7.5,6.3,6.62872536767062,52.5875,40.4125
1,5,00:14:bf:b1:97:90,2.427,"1, 5",1,14,9,56.33644859813084,36.66355140186916
1,5,00:14:bf:3b:c7:c6,2.432,"1, 5",12.8,-2.8,14.14496376806954,66.03346203346203,26.966537966537967
1,5,00:14:bf:b1:97:8d,2.442,"1, 5",33.5,9.3,32.78322741891042,62.84365781710915,30.156342182890857
1,5,00:14:bf:b1:97:81,2.422,"1, 5",33.5,2.8,32.574376433018635,63.88616714697406,29.113832853025936
2,5,00:14:bf:b1:97:90,2.427,"2, 5",1,14,9.055385138137417,57.31951871657754,35.68048128342246
2,5,00:14:bf:b1:97:8a,2.4370000000000003,"2, 5",2.5,-0.8,5.821511831131154,46.37453183520599,46.62546816479401
2,5,00:0f:a3:39:e1:c0,2.462,"2, 5",7.5,6.3,5.651548460377916,52.254835039817976,40.745164960182024
2,5,00:14:bf:b1:97:81,2.422,"2, 5",33.5,2.8,31.576731939831898,64.44380403458213,28.556195965417867
2,5,00:14:bf:b1:97:8d,2.442,"2, 5",33.5,9.3,31.792137392757976,61.58321060382916,31.416789396170838
2,5,00:14:bf:3b:c7:c6,2.432,"2, 5",12.8,-2.8,13.322161986704712,65.43501326259947,27.56498673740053
1,6,00:0f:a3:39:e1:c0,2.462,"1, 6",7.5,6.3,6.5069193939989765,50.15209988649262,42.84790011350738
1,6,00:14:bf:b1:97:90,2.427,"1, 6",1,14,8,54.4529262086514,38.5470737913486
1,6,00:14:bf:3b:c7:c6,2.432,"1, 6",12.8,-2.8,14.720054347725759,65.64545454545454,27.354545454545455
1,6,00:14:bf:b1:97:8d,2.442,"1, 6",33.5,9.3,32.6671088405448,61.154074074074074,31.845925925925926
1,6,00:14:bf:b1:97:8a,2.4370000000000003,"1, 6",2.5,-0.8,6.963476143421473,46.617253948967196,46.382746051032804
1,6,00:14:bf:b1:97:81,2.422,"1, 6",33.5,2.8,32.65715848018624,63.21348314606742,29.786516853932586
1,7,00:14:bf:b1:97:90,2.427,"1, 7",1,14,7,52.28201811125485,40.71798188874515
1,7,00:0f:a3:39:e1:c0,2.462,"1, 7",7.5,6.3,6.5375836514724615,53.06583427922815,39.93416572077185
1,7,00:14:bf:b1:97:8d,2.442,"1, 7",33.5,9.3,32.581282970441784,51.86609686609687,41.13390313390313
1,7,00:14:bf:b1:97:8a,2.4370000000000003,"1, 7",2.5,-0.8,7.942921376924236,47.35929648241206,45.64070351758794
1,7,00:14:bf:b1:97:81,2.422,"1, 7",33.5,2.8,32.770260908329675,64.55571847507332,28.444281524926687
1,7,00:14:bf:3b:c7:c6,2.432,"1, 7",12.8,-2.8,15.33883959105121,66.24473684210527,26.75526315789474
1,8,00:14:bf:b1:97:8a,2.4370000000000003,"1, 8",2.5,-0.8,8.926925562588725,48.57888040712468,44.42111959287532
1,8,00:14:bf:b1:97:8d,2.442,"1, 8",33.5,9.3,32.52598960831169,52.56258790436006,40.43741209563994
1,8,00:0f:a3:39:e1:c0,2.462,"1, 8",7.5,6.3,6.71863081289633,52.90136054421769,40.09863945578231
1,8,00:14:bf:b1:97:90,2.427,"1, 8",1,14,6,53.4709595959596,39.5290404040404
1,8,00:14:bf:3b:c7:c6,2.432,"1, 8",12.8,-2.8,15.996249560443848,65.96707818930041,27.032921810699587
1,8,00:14:bf:b1:97:81,2.422,"1, 8",33.5,2.8,32.91337114304762,63.39670658682635,29.603293413173652
1,9,00:14:bf:b1:97:8a,2.4370000000000003,"1, 9",2.5,-0.8,9.914131328563286,46.830164765525986,46.169835234474014
1,9,00:14:bf:b1:97:90,2.427,"1, 9",1,14,5,50.79426433915212,42.20573566084788
1,9,00:0f:a3:39:e1:c0,2.462,"1, 9",7.5,6.3,7.0384657419071095,52.28068181818182,40.71931818181818
1,9,00:14:bf:b1:97:81,2.422,"1, 9",33.5,2.8,33.08609980036934,64.38282387190684,28.61717612809316
1,9,00:14:bf:b1:97:8d,2.442,"1, 9",33.5,9.3,32.5013845858911,63.75037147102526,29.24962852897474
1,9,00:14:bf:3b:c7:c6,2.432,"1, 9",12.8,-2.8,16.68772003600252,65.67490247074122,27.325097529258777
1,10,00:14:bf:b1:97:8a,2.4370000000000003,"1, 10",2.5,-0.8,10.90366910723175,48.86159600997506,44.13840399002494
1,10,00:14:bf:b1:97:90,2.427,"1, 10",1,14,4,52.85166872682324,40.14833127317676
1,10,00:0f:a3:39:e1:c0,2.462,"1, 10",7.5,6.3,7.4793047805260615,54.62002275312855,38.37997724687145
1,10,00:14:bf:3b:c7:c6,2.432,"1, 10",12.8,-2.8,17.409192973828514,67.51526251526252,25.484737484737483
1,10,00:14:bf:b1:97:81,2.422,"1, 10",33.5,2.8,33.28798582071315,70.99443671766342,22.005563282336578
1,10,00:14:bf:b1:97:8d,2.442,"1, 10",33.5,9.3,32.50753758745808,65.4963503649635,27.503649635036496
1,11,00:14:bf:b1:97:8a,2.4370000000000003,"1, 11",2.5,-0.8,11.894956914591999,47.39791937581274,45.60208062418726
1,11,00:14:bf:b1:97:90,2.427,"1, 11",1,14,3,51.9004914004914,41.0995085995086
1,11,00:0f:a3:39:e1:c0,2.462,"1, 11",7.5,6.3,8.02122185206219,54.23068181818182,38.76931818181818
1,11,00:14:bf:3b:c7:c6,2.432,"1, 11",12.8,-2.8,18.15709227822561,66.80348258706468,26.196517412935325
1,11,00:14:bf:b1:97:8d,2.442,"1, 11",33.5,9.3,32.54443116725195,64.58849557522124,28.411504424778762
1,11,00:14:bf:b1:97:81,2.422,"1, 11",33.5,2.8,33.518502353178015,69.39,23.61
1,12,00:14:bf:b1:97:8a,2.4370000000000003,"1, 12",2.5,-0.8,12.88759093081403,46.13682864450128,46.86317135549872
1,12,00:0f:a3:39:e1:c0,2.462,"1, 12",7.5,6.3,8.645229898620395,54.148863636363636,38.851136363636364
1,12,00:14:bf:3b:c7:c6,2.432,"1, 12",12.8,-2.8,18.928285712129348,69.24779874213837,23.752201257861635
1,12,00:14:bf:b1:97:81,2.422,"1, 12",33.5,2.8,33.77706322343611,70.72791023842917,22.27208976157083
1,12,00:14:bf:b1:97:90,2.427,"1, 12",1,14,2,50.634085213032584,42.365914786967416
1,12,00:14:bf:b1:97:8d,2.442,"1, 12",33.5,9.3,32.61196099592909,68.44428364688856,24.555716353111432
1,13,00:14:bf:b1:97:90,2.427,"1, 13",1,14,1,46.807740324594256,46.192259675405744
1,13,00:14:bf:b1:97:8a,2.4370000000000003,"1, 13",2.5,-0.8,13.881282361511131,45.34955185659411,47.65044814340589
1,13,00:0f:a3:39:e1:c0,2.462,"1, 13",7.5,6.3,9.334880824091972,57.36518771331058,35.63481228668942
1,13,00:14:bf:3b:c7:c6,2.432,"1, 13",12.8,-2.8,19.72004056790959,71.09864364981505,21.901356350184958
1,13,00:14:bf:b1:97:8d,2.442,"1, 13",33.5,9.3,32.7099373279742,69.09882005899705,23.90117994100295
1,13,00:14:bf:b1:97:81,2.422,"1, 13",33.5,2.8,34.063029812393374,74.22821576763485,18.771784232365146
0,7,00:14:bf:b1:97:8a,2.4370000000000003,"0, 7",2.5,-0.8,8.190848551890092,45.80992736077482,47.19007263922518
0,7,00:0f:a3:39:e1:c0,2.462,"0, 7",7.5,6.3,7.532595834106593,56.08409090909091,36.91590909090909
0,7,00:14:bf:b1:97:90,2.427,"0, 7",1,14,7.0710678118654755,57.99072847682119,35.00927152317881
0,7,00:14:bf:b1:97:8d,2.442,"0, 7",33.5,9.3,33.57886239883656,54.54225352112676,38.45774647887324
0,7,00:14:bf:b1:97:81,2.422,"0, 7",33.5,2.8,33.76225703355746,64.2407132243685,28.7592867756315
0,7,00:14:bf:3b:c7:c6,2.432,"0, 7",12.8,-2.8,16.120794025109312,64.365308804205,28.634691195795007
0,8,00:14:bf:b1:97:8a,2.4370000000000003,"0, 8",2.5,-0.8,9.148223871331528,47.98646986469865,45.01353013530135
0,8,00:14:bf:b1:97:90,2.427,"0, 8",1,14,6.082762530298219,55.045811518324605,37.954188481675395
0,8,00:0f:a3:39:e1:c0,2.462,"0, 8",7.5,6.3,7.690253571892152,52.86689419795222,40.13310580204778
0,8,00:14:bf:b1:97:8d,2.442,"0, 8",33.5,9.3,33.52521439155908,54.76740947075209,38.23259052924791
0,8,00:14:bf:3b:c7:c6,2.432,"0, 8",12.8,-2.8,16.74753713236666,66.1170928667564,26.882907133243606
0,8,00:14:bf:b1:97:81,2.422,"0, 8",33.5,2.8,33.90117992046884,63.522366522366525,29.47763347763348
0,9,00:14:bf:b1:97:8a,2.4370000000000003,"0, 9",2.5,-0.8,10.113851887386923,47.378343949044584,45.621656050955416
0,9,00:0f:a3:39:e1:c0,2.462,"0, 9",7.5,6.3,7.971198153351853,50.30681818181818,42.69318181818182
0,9,00:14:bf:b1:97:8d,2.442,"0, 9",33.5,9.3,33.501343256651666,62.34548104956268,30.654518950437318
0,9,00:14:bf:3b:c7:c6,2.432,"0, 9",12.8,-2.8,17.409192973828514,66.34241245136187,26.657587548638134
0,9,00:14:bf:b1:97:90,2.427,"0, 9",1,14,5.0990195135927845,53.64993726474278,39.35006273525722
0,9,00:14:bf:b1:97:81,2.422,"0, 9",33.5,2.8,34.06890077475351,65.32898550724637,27.671014492753624
0,10,00:14:bf:b1:97:90,2.427,"0, 10",1,14,4.123105625617661,52.08774193548387,40.91225806451613
0,10,00:0f:a3:39:e1:c0,2.462,"0, 10",7.5,6.3,8.363013810822029,55.25968109339408,37.74031890660592
0,10,00:14:bf:b1:97:8d,2.442,"0, 10",33.5,9.3,33.50731263470707,65.75294117647059,27.24705882352941
0,10,00:14:bf:3b:c7:c6,2.432,"0, 10",12.8,-2.8,18.10193359837562,65.05858310626704,27.94141689373297
0,10,00:14:bf:b1:97:81,2.422,"0, 10",33.5,2.8,34.26499671676622,66.40056417489421,26.599435825105783
0,10,00:14:bf:b1:97:8a,2.4370000000000003,"0, 10",2.5,-0.8,11.085576214162257,45.4342928660826,47.5657071339174
0,11,00:14:bf:b1:97:8a,2.4370000000000003,"0, 11",2.5,-0.8,12.061923561356208,47.936446173800256,45.063553826199744
0,11,00:0f:a3:39:e1:c0,2.462,"0, 11",7.5,6.3,8.850988645343525,54.170648464163826,38.829351535836174
0,11,00:14:bf:3b:c7:c6,2.432,"0, 11",12.8,-2.8,18.82232716748915,67.96756756756757,25.032432432432433
0,11,00:14:bf:b1:97:8d,2.442,"0, 11",33.5,9.3,33.543106594351094,66.568281938326,26.431718061674008
0,11,00:14:bf:b1:97:81,2.422,"0, 11",33.5,2.8,34.488983748437704,69.0187165775401,23.981283422459892
0,11,00:14:bf:b1:97:90,2.427,"0, 11",1,14,3.1622776601683795,55.20790816326531,37.79209183673469
0,12,00:14:bf:b1:97:8a,2.4370000000000003,"0, 12",2.5,-0.8,13.041855696180663,45.597744360902254,47.402255639097746
0,12,00:0f:a3:39:e1:c0,2.462,"0, 12",7.5,6.3,9.42019108086455,54.45,38.55
0,12,00:14:bf:b1:97:90,2.427,"0, 12",1,14,2.23606797749979,53.444726810673444,39.555273189326556
0,12,00:14:bf:3b:c7:c6,2.432,"0, 12",12.8,-2.8,19.567319693816014,68.13502673796792,24.864973262032084
0,12,00:14:bf:b1:97:8d,2.442,"0, 12",33.5,9.3,33.60862984413378,68.27694610778443,24.723053892215567
0,12,00:14:bf:b1:97:81,2.422,"0, 12",33.5,2.8,34.74032239343786,70.87994722955145,22.12005277044855
0,13,00:14:bf:b1:97:8a,2.4370000000000003,"0, 13",2.5,-0.8,14.024621207005914,45.42159383033419,47.57840616966581
0,13,00:0f:a3:39:e1:c0,2.462,"0, 13",7.5,6.3,10.056838469419702,54.8410896708286,38.1589103291714
0,13,00:14:bf:b1:97:90,2.427,"0, 13",1,14,1.4142135623730951,55.1234096692112,37.8765903307888
0,13,00:14:bf:b1:97:81,2.422,"0, 13",33.5,2.8,35.01842372237791,72.2002688172043,20.7997311827957
0,13,00:14:bf:3b:c7:c6,2.432,"0, 13",12.8,-2.8,20.33420763147657,70.82525510204081,22.174744897959183
0,13,00:14:bf:b1:97:8d,2.442,"0, 13",33.5,9.3,33.70370899470858,68.52781954887217,24.47218045112782
2,6,00:14:bf:b1:97:8a,2.4370000000000003,"2, 6",2.5,-0.8,6.818357573492314,44.04040404040404,48.95959595959596
2,6,00:14:bf:b1:97:90,2.427,"2, 6",1,14,8.06225774829855,52.90828025477707,40.09171974522293
2,6,00:14:bf:b1:97:8d,2.442,"2, 6",33.5,9.3,31.672385448525976,60.56601123595506,32.43398876404494
2,6,00:14:bf:b1:97:81,2.422,"2, 6",33.5,2.8,31.662122480970854,62.219645293315146,30.780354706684857
2,6,00:0f:a3:39:e1:c0,2.462,"2, 6",7.5,6.3,5.508175741568165,51.663636363636364,41.336363636363636
2,6,00:14:bf:3b:c7:c6,2.432,"2, 6",12.8,-2.8,13.9312598138144,65.90371389270976,27.096286107290233
2,7,00:14:bf:b1:97:8a,2.4370000000000003,"2, 7",2.5,-0.8,7.8160092118676525,46.85128205128205,46.14871794871795
2,7,00:14:bf:b1:97:8d,2.442,"2, 7",33.5,9.3,31.583856635946155,52.74819102749638,40.25180897250362
2,7,00:0f:a3:39:e1:c0,2.462,"2, 7",7.5,6.3,5.544366510251645,51.316326530612244,41.683673469387756
2,7,00:14:bf:b1:97:90,2.427,"2, 7",1,14,7.0710678118654755,55.065128900949794,37.934871099050206
2,7,00:14:bf:3b:c7:c6,2.432,"2, 7",12.8,-2.8,14.583552379307315,66.42266666666667,26.577333333333332
2,7,00:14:bf:b1:97:81,2.422,"2, 7",33.5,2.8,31.778766495885268,64.20851063829787,28.791489361702126
2,8,00:14:bf:b1:97:90,2.427,"2, 8",1,14,6.082762530298219,51.24652338811631,41.75347661188369
2,8,00:14:bf:b1:97:8a,2.4370000000000003,"2, 8",2.5,-0.8,8.814193099768124,49.486111111111114,43.513888888888886
2,8,00:14:bf:b1:97:8d,2.442,"2, 8",33.5,9.3,31.526813984289628,54.65573770491803,38.34426229508197
2,8,00:14:bf:3b:c7:c6,2.432,"2, 8",12.8,-2.8,15.273506473629428,64.92445054945055,28.07554945054945
2,8,00:0f:a3:39:e1:c0,2.462,"2, 8",7.5,6.3,5.756735185849702,51.839772727272724,41.160227272727276
2,8,00:14:bf:b1:97:81,2.422,"2, 8",33.5,2.8,31.92632142919068,62.35260115606936,30.647398843930635
2,9,00:0f:a3:39:e1:c0,2.462,"2, 9",7.5,6.3,6.126989472816156,52.929304446978335,40.070695553021665
2,9,00:14:bf:3b:c7:c6,2.432,"2, 9",12.8,-2.8,15.996249560443848,65.49640287769785,27.503597122302157
2,9,00:14:bf:b1:97:8d,2.442,"2, 9",33.5,9.3,31.50142853903613,63.75530410183875,29.244695898161243
2,9,00:14:bf:b1:97:8a,2.4370000000000003,"2, 9",2.5,-0.8,9.812746812182612,48.353846153846156,44.646153846153844
2,9,00:14:bf:b1:97:81,2.422,"2, 9",33.5,2.8,32.104361074470866,67.92627345844504,25.07372654155496
2,9,00:14:bf:b1:97:90,2.427,"2, 9",1,14,5.0990195135927845,50.95294117647059,42.04705882352941
2,10,00:14:bf:b1:97:8a,2.4370000000000003,"2, 10",2.5,-0.8,10.811567878897122,44.853199498117945,48.146800501882055
2,10,00:0f:a3:39:e1:c0,2.462,"2, 10",7.5,6.3,6.62872536767062,51.79682179341657,41.20317820658343
2,10,00:14:bf:b1:97:90,2.427,"2, 10",1,14,4.123105625617661,49.880246913580244,43.119753086419756
2,10,00:14:bf:b1:97:8d,2.442,"2, 10",33.5,9.3,31.507776817795317,64.70424597364568,28.29575402635432
2,10,00:14:bf:3b:c7:c6,2.432,"2, 10",12.8,-2.8,16.74753713236666,65.41430332922319,27.58569667077682
2,10,00:14:bf:b1:97:81,2.422,"2, 10",33.5,2.8,32.31238152782923,66.18695652173913,26.81304347826087
2,11,00:14:bf:b1:97:90,2.427,"2, 11",1,14,3.1622776601683795,44.92777085927771,48.07222914072229
2,11,00:0f:a3:39:e1:c0,2.462,"2, 11",7.5,6.3,7.234638899074369,54.50340136054422,38.49659863945578
2,11,00:14:bf:3b:c7:c6,2.432,"2, 11",12.8,-2.8,17.52369823981228,68.05963302752293,24.940366972477065
2,11,00:14:bf:b1:97:8d,2.442,"2, 11",33.5,9.3,31.545839662307294,67.46758620689656,25.532413793103448
2,11,00:14:bf:b1:97:8a,2.4370000000000003,"2, 11",2.5,-0.8,11.810588469674151,46.59306803594352,46.40693196405648
